review_id,review_text,topic_number,topic_name,topic_description
159,"I am updating my review from two months ago.. My initial review for the sling cover was based on first impressions after just receiving it. Today I have been using the Tap and sling daily for over the last two months and I felt like I needed to modify my review. I originally did not recommend this product, but after living with it, and growing to like it, I am changing my recommendation.The truth is, the base and top feel more protected than the appearance would have you believe. I have dropped ...",8,Wireless Tap and Sling,"This topic is primarily about the use, performance, and features of a wireless tap and its protective sling cover."
160,"Sling is simply awesome and so is the Amazon Tap!! My tap arrived this morning along with this sling and I am currently testing both products out as we speak!! This sling allowed me easy access to carry my tap to work today!!One nice thing I like about the tap is that this sling is not required but it is a very nice addition.. It provides great protection for the tap, which is what I needed it for.. My tap is going to be like a mini, portable Sonos for me.. It's going to be a speaker I take with...",8,Wireless Tap and Sling,"This topic is primarily about the use, performance, and features of a wireless tap and its protective sling cover."
161,"Ok first things first, I also own a Echo and if you own a Echo you will love the Tap.Now you will see a lot of reviews around the internet of people saying they wish the Tap was voice enabled like the Echo. I happen to think those people are not completely thinking things through. Because the Echo is not meant to be a mobile device. It generally sits somewhere in your house and the voice command is then a great feature to have. But the Tap is meant to be mobile, and therefore I am happy it's not...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
162,"I'm a huge fan of the Echo family. I have two Echo's, three Dots and one Tap. No they aren't essential to my life but I love playing music, listening to the news and controlling the Philips Hue smart lights throughout my home. It was a large investment that most of the population won't make - with that being said I am not a huge fan of the way the hockey puck Dots look like. Glossy plastic looks a little cheap to me although it has no effect on the performance of them. Having the Dot cover is a ...",6,Echo Devices and Accessories,"This topic primarily discusses Amazon's Echo devices and their accessories, such as cases. The reviews mention the functionality of the Echo devices, their appearance, and the fit and feel of the cases."
163,"I am thoroughly impressed with my Echo Dot and this case takes it to the next level by appearing as a much higher end product vs. a nerdy plastic computer sitting on your kitchen countertop. The construction is solid and it is slightly lifted to still allow audio access from the bottom of the Echo. This case/cover will give your Echo the needed extra touch allowing it to blend in, but still offer the great functionality of Alexa.",6,Echo Devices and Accessories,"This topic primarily discusses Amazon's Echo devices and their accessories, such as cases. The reviews mention the functionality of the Echo devices, their appearance, and the fit and feel of the cases."
164,"I love everything about this case except for how it fits on the Echo Dot. I was expecting a snug fit however, it is very lose and so you have to make sure that if you pick it up to move it (and the power cable is disconnected), the dot will fall out of the case.",6,Echo Devices and Accessories,"This topic primarily discusses Amazon's Echo devices and their accessories, such as cases. The reviews mention the functionality of the Echo devices, their appearance, and the fit and feel of the cases."
165,"Major fan, didn't buy this because of protection, bought it cause it will blend in to my decor. It is not a skin, so it's not skin tight. Yes it's loose but how often will you grab it and move it. Me maybe once every year.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
166,Like a previous reviewer mentioned it is fabric over hard plastic it is not a snug or tight fit. Good quality though.,-1,Outlier/No Clear Topic,Review doesn't fit clearly into any topic
167,"Echo Dot in my GMC Sierra Denali. At first she was just there with no support. She sat in that hole with no protection. Shifting, jiggling not knowing what can happen. There has to be something I can do. I looked and search and what I found is the Fabric Case for Alexa. This is it! A support she will be happy to wear. No more accidental popping out, no more shifting and readjusting, she is finally safe.",6,Echo Devices and Accessories,"This topic primarily discusses Amazon's Echo devices and their accessories, such as cases. The reviews mention the functionality of the Echo devices, their appearance, and the fit and feel of the cases."
168,Changes the whole look of the Echo ... after i purchased i think i should have gone with the tan leather. But blue is my favorite color and it adds a bit of a pop to a mundane looking black disk! The texture is also really nice feel and look to it!,6,Echo Devices and Accessories,"This topic primarily discusses Amazon's Echo devices and their accessories, such as cases. The reviews mention the functionality of the Echo devices, their appearance, and the fit and feel of the cases."
